#Name	Chromosome	Start	End	sample1	sample2	sample3
CL_1730	16	769002	769004	-1.261	0.787	-0.152
CL_1731	16	584708	584710	-0.735	1.067	-0.892
CL_1732	16	236301	236303	-0.053	-0.372	0.34
CL_1733	16	721246	721248	0.458	-0.786	0.646
CL_1734	16	544570	544572	0.048	-0.781	0.709
CL_1735	16	637464	637466	0.081	-0.449	0.526
CL_1736	16	283087	283089	-0.383	0.363	0.388
CL_1737	16	822381	822383	-0.391	-1.499	0.653
CL_1738	16	479143	479145	0.414	-2.643	0.7
CL_1739	16	755009	755011	-0.938	-0.374	-0.933
CL_1740	16	778284	778286	-0.663	2.319	-1.286
CL_1741	16	308383	308385	-0.359	0.349	-0.735
CL_1742	16	280920	280922	-0.463	1.043	-0.52
CL_1743	16	925507	925509	-0.442	-0.792	-0.101
CL_1744	16	296396	296398	0.742	-1.685	0.92
CL_1745	16	280611	280613	0.047	-0.133	0.08
CL_1746	16	262802	262804	-0.87	0.283	-0.302
CL_1747	16	652967	652969	0.305	-1.05	-0.49
CL_1748	16	538607	538609	-0.324	1.254	0.242
CL_1749	16	608958	608960	-1.755	0.841	1.217
CL_1750	16	419285	419287	-0.796	0.042	-0.528
CL_1751	16	758051	758053	-1.747	1.306	-1.172
CL_1752	16	400187	400189	0.04	-0.721	0.079
CL_1753	16	1029864	1029866	0.391	-0.62	0.069
CL_1754	16	541956	541958	0.045	-0.48	1.279
CL_1755	16	638537	638539	1.714	-1.146	1.768
CL_1756	16	530707	530709	-1.801	1.722	-1.13
CL_1757	16	751103	751105	0.38	-0.927	0.328
CL_1758	16	1061209	1061211	0.424	-0.409	-0.259
CL_1759	16	809373	809375	-0.741	0.882	-1.783
CL_1760	16	788233	788235	1.314	-1.297	1.876
CL_1761	16	1080132	1080134	1.807	-0.981	1.469
CL_1762	16	426880	426882	-1.959	2.546	-1.354
CL_1763	16	924833	924835	1.084	-0.922	0.351
CL_1765	16	1107099	1107101	0.103	-1.25	0.191
CL_1766	16	935326	935328	0.157	-1.939	0.248
CL_1767	16	846885	846887	0.239	-1.694	0.731
CL_1768	16	857495	857497	-0.445	0.949	-0.471
CL_1769	16	756739	756741	-0.649	0.739	0.6
CL_1770	17	498	500	-2.049	2.188	-1.314
CL_1771	17	963	965	0.315	-1.037	1.182
CL_1772	17	5049	5051	-2.677	3.114	-2.16
CL_1773	17	5697	5699	-1.136	1.026	-0.24
CL_1774	17	6407	6409	-0.027	-1.499	0.813
CL_1775	17	5122	5124	0.435	-1.366	0.145
CL_1776	17	8756	8758	0.531	-0.227	1.634
CL_1777	17	9624	9626	0.468	0.096	0.861
CL_1778	17	35222	35224	0.365	-1.176	1.013
CL_1779	17	11317	11319	-0.72	0.931	-0.269
CL_1780	17	29549	29551	-0.549	-0.122	0.501
CL_1781	17	26173	26175	0.218	-0.514	0.925
CL_1782	17	33397	33399	-0.906	0.53	0.434
CL_1783	17	45798	45800	0.707	-0.042	0.737
CL_1784	17	45644	45646	-0.352	0.236	0.125
CL_1785	17	37547	37549	0.264	-0.159	0.721
CL_1787	17	38701	38703	-0.348	0.487	0.655
CL_1788	17	31823	31825	0.655	-0.986	1.233
CL_1789	17	30276	30278	-0.902	1.069	-0.944
CL_1790	17	58876	58878	-0.123	-0.054	0.666
CL_1792	17	24334	24336	0.384	-1.215	1.864
CL_1793	17	43443	43445	1.224	-1.128	0.972
CL_1794	17	37748	37750	0.119	-0.136	1.153
CL_1795	17	85426	85428	1.105	-1.375	2.439
CL_1796	17	54586	54588	-0.009	0.057	0.735
CL_1797	17	55961	55963	-0.551	1.288	0.578
CL_1798	17	48639	48641	-0.705	-0.165	-0.864
CL_1799	17	77027	77029	-2.026	1.282	-0.648
CL_1800	17	33545	33547	0.069	-0.793	0.328
CL_1801	17	36096	36098	0.264	-0.826	0.555
CL_1802	17	27418	27420	-0.53	-0.398	-0.925
CL_1803	17	49756	49758	-0.284	-0.014	0.153
CL_1804	17	83155	83157	-1.119	-0.728	-0.321
CL_1805	17	82202	82204	-0.296	-0.29	-0.222
CL_1806	17	65356	65358	-0.138	0.005	-0.169
CL_1807	17	75805	75807	1.176	-1.201	1.024
CL_1808	17	69162	69164	0.863	0.383	0.404
CL_1809	17	84353	84355	-0.55	-0.404	-0.228
CL_1810	17	56705	56707	-0.737	-0.293	0.522
CL_1811	17	36634	36636	0.153	-0.82	0.278
CL_1812	17	70206	70208	-0.731	0.018	-0.511
CL_1813	17	78135	78137	0.672	-1.123	1.024
CL_1814	17	118169	118171	-0.679	0.507	0.601
CL_1815	17	91065	91067	0.016	0.018	0.296
CL_1816	17	168369	168371	-1.716	1.613	0.182
CL_1817	17	144716	144718	-0.284	0.545	0.402
CL_1818	17	69618	69620	0.427	-1.099	0.733
CL_1819	17	185250	185252	0.816	-1.112	0.793
CL_1820	17	173036	173038	0.105	0.13	1.403
CL_1821	17	93893	93895	0.551	-1.021	1.382
CL_1822	17	94364	94366	-1.012	0.853	0.14
CL_1823	17	84691	84693	-1.589	1.318	-1.511
CL_1824	17	138830	138832	0.244	-0.949	0.688
CL_1825	17	208199	208201	0.967	-1.03	1.498
CL_1826	17	55258	55260	0.355	0.162	0.692
CL_1827	17	81567	81569	0.708	-1.232	1.067
CL_1828	17	83632	83634	0.234	-0.006	0.376
CL_1829	17	227494	227496	0.009	-0.673	0.801
CL_1830	17	93288	93290	-3.194	3.359	-2.723
CL_1831	17	61531	61533	0.262	0.32	-0.545
CL_1832	17	79370	79372	0.934	-1.523	1.551
CL_1833	17	100851	100853	-0.367	0.145	-0.001
CL_1834	17	95358	95360	0.831	-1.163	0.653
CL_1835	17	173658	173660	-0.89	0.346	-0.755
CL_1836	17	72019	72021	0.384	-0.265	0.412
CL_1837	17	160842	160844	0.445	-0.582	1.218
CL_1838	17	211620	211622	-1.262	1.116	-2.146
CL_1839	17	196136	196138	0.398	0.146	0.484
CL_1840	17	293430	293432	1.06	-0.667	1.49
CL_1841	17	291638	291640	-0.054	-0.649	0.141
CL_1842	17	264958	264960	-2.128	2.349	-0.773
CL_1845	17	243135	243137	-0.698	0.542	-1.06
CL_1846	17	257533	257535	-0.852	0.982	-0.217
CL_1847	17	267972	267974	-0.87	0.369	0.163
CL_1848	17	226553	226555	-0.836	0.57	-1.135
CL_1849	17	76579	76581	0.327	-1.158	0.251
CL_1850	17	228958	228960	0.125	-1.047	0.954
CL_1851	17	114059	114061	0.694	-0.393	-0.294
CL_1852	17	131559	131561	-2.811	3.159	-1.773
CL_1853	17	200469	200471	-0.478	0.493	0.21
CL_1854	17	219175	219177	-0.632	0.402	-0.818
CL_1855	17	208511	208513	-0.043	-0.195	0.094
CL_1856	17	120643	120645	0.186	-0.399	0.54
CL_1857	17	291077	291079	0.954	-0.592	1.886
CL_1858	17	234904	234906	-1.173	0.129	-0.82
CL_1859	17	144084	144086	-3.636	2.84	-3.541
CL_1860	17	145715	145717	0.817	-0.622	1.041
CL_1861	17	192436	192438	-0.935	0.012	-0.78
CL_1862	17	121427	121429	0.37	0.248	0.165
CL_1863	17	187857	187859	-0.83	0.635	-0.235
CL_1864	17	254255	254257	-0.539	-0.904	-0.238
CL_1865	17	234538	234540	0.152	0.007	-0.525
CL_1866	17	180050	180052	-0.003	-1.004	-1.015
CL_1867	17	98132	98134	-0.562	-0.254	-0.616
CL_1868	17	197975	197977	-1.533	1.424	-1.292
CL_1869	17	281590	281592	0.841	-1.287	1.204
CL_1870	17	210498	210500	1.783	-1.738	1.089
CL_1871	17	351075	351077	-0.546	0.876	-1.104
CL_1872	17	268625	268627	-1.876	2.584	-1.347
CL_1873	17	342480	342482	-0.589	0.016	-0.462
CL_1874	17	228454	228456	0.08	-0.294	0.181
CL_1875	17	173727	173729	-0.436	0.913	0.632
CL_1876	17	314114	314116	-0.373	-0.442	-0.225
CL_1877	17	186990	186992	0.99	-0.384	0.511
CL_1879	17	427097	427099	0.134	-0.144	0.545
CL_1880	17	330303	330305	1.447	-0.672	1.756
CL_1881	17	362495	362497	-0.846	0.795	-0.746
CL_1882	17	231901	231903	-0.96	0.525	-0.774
CL_1883	17	382498	382500	0.653	-0.623	0.5
CL_1884	17	335360	335362	0.668	-0.977	0.756
CL_1885	17	118987	118989	0.187	-0.823	-0.309
CL_1886	17	265139	265141	0.459	-0.217	0.778
CL_1887	17	273863	273865	-2.422	-2.302	-1.48
CL_1888	17	189486	189488	-0.106	0.033	-0.575
CL_1889	17	378809	378811	1.158	1.329	1.264
CL_1890	17	414480	414482	-0.105	0.319	0.288
CL_1891	17	356683	356685	0.132	0.554	0.117
CL_1892	17	139940	139942	-1.128	-1.67	-1.731
CL_1893	17	419972	419974	0.713	0.112	-0.231
CL_1894	17	415510	415512	-1.2	-0.414	-0.483
CL_1895	17	433424	433426	0.902	0.875	0.578
CL_1896	17	227005	227007	0.431	0.297	0.763
CL_1897	17	228949	228951	-0.09	-0.128	0.142
CL_1898	17	181128	181130	0.263	1.094	0.157
CL_1899	17	236301	236303	-1.49	-1.49	-1.52
CL_1900	17	355848	355850	1.373	0.999	0.851
CL_1901	17	445371	445373	0.81	0.624	0.215
CL_1902	17	422876	422878	0.517	0.239	0.892
CL_1903	17	303778	303780	-0.493	-0.968	-0.078
CL_1904	17	443059	443061	-0.012	-0.05	0.413
CL_1905	17	146167	146169	1.102	1.141	0.191
CL_1906	17	147252	147254	-0.635	-0.9	-0.574
CL_1907	17	238915	238917	-0.255	-0.003	0.602
CL_1908	17	406517	406519	0.678	-0.642	0.922
CL_1909	17	217168	217170	-0.228	0.045	-0.317
CL_1910	17	148208	148210	0.003	-1.118	1.717
CL_1911	17	416005	416007	-0.092	-0.712	0.24
CL_1912	17	310738	310740	-0.433	0.903	-0.266
CL_1913	17	460912	460914	-0.616	0.758	-0.229
CL_1914	17	123131	123133	1.319	-0.835	1.083
CL_1915	17	388104	388106	-0.654	-0.29	0.752
CL_1916	17	140801	140803	0.454	-1.281	0.416
CL_1917	17	471020	471022	1.069	-0.517	1.367
CL_1918	17	310113	310115	-0.476	-0.267	-0.252
CL_1919	17	157005	157007	-0.694	0.576	0.274
CL_1920	17	156642	156644	0.328	-0.725	0.949
CL_1921	17	331964	331966	-1.187	0.838	-0.425
CL_1923	17	393338	393340	0.672	-0.849	0.347
CL_1924	17	159216	159218	0.637	-0.785	-0.448
CL_1925	17	257937	257939	1.08	-1.326	0.648
CL_1926	17	429589	429591	-0.492	1.154	-0.505
CL_1927	17	402229	402231	-0.003	-1.276	0.418
CL_1928	17	431102	431104	-0.086	-0.533	0.688
CL_1929	17	362285	362287	0.135	-0.604	0.183
CL_1930	17	162936	162938	0.287	0	-0.398
CL_1931	17	432034	432036	-0.443	-0.077	0.315
CL_1932	17	335020	335022	-0.024	0.007	0.918
CL_1933	17	497466	497468	-1.563	0.069	-0.583
CL_1934	17	276651	276653	0.645	-1.036	1.652
CL_1935	17	496239	496241	-0.676	0.173	-0.483
CL_1936	17	314779	314781	0.72	-0.859	0.769
CL_1937	17	312720	312722	-1.072	1.137	-0.687
CL_1938	17	506634	506636	-0.162	-0.906	-0.038
CL_1939	17	428505	428507	0.258	0.329	0.514
CL_1940	17	212290	212292	-0.785	-1.08	-0.71
CL_1941	17	359758	359760	0.392	-0.282	1.557
CL_1942	17	470542	470544	-0.193	0.043	0.749
CL_1943	17	224115	224117	0.665	-0.649	1.277
CL_1944	17	317041	317043	-0.772	0.24	-0.53
CL_1945	17	337437	337439	1.445	-1.349	1.166
CL_1946	17	399588	399590	-0.009	-0.475	0.124
CL_1947	17	401252	401254	-1.57	-0.062	-1.558
CL_1948	17	603232	603234	-0.06	-0.147	0.396
CL_1949	17	640054	640056	1.112	-0.864	0.989
CL_1950	17	657130	657132	-0.991	1.029	-0.617
CL_1951	17	350596	350598	-1.73	1.33	-1.658
CL_1952	17	155836	155838	0.561	-0.654	0.151
CL_1953	17	446096	446098	0.684	-1.063	0.079
CL_1954	17	301451	301453	-0.044	-0.293	-0.077
CL_1955	17	238519	238521	-2.315	2.222	-1.916
CL_1956	17	419933	419935	0.453	-0.974	0.03
CL_1957	17	599013	599015	-1.955	2.532	-1.768
CL_1958	17	642258	642260	0.246	0.616	-0.88
CL_1959	17	326135	326137	0.415	-1.679	1.554
CL_1960	17	469317	469319	0.363	-0.746	0.11
CL_1962	17	341334	341336	0.115	-0.486	0.18
CL_1963	17	591852	591854	0.678	-0.462	1.946
CL_1964	17	668965	668967	0.939	-0.55	0.981
CL_1965	17	633423	633425	0.254	0.072	0.366
CL_1966	17	590252	590254	0.022	-0.107	-0.639
CL_1968	17	248953	248955	0.632	-0.527	0.427
CL_1969	17	488291	488293	0.815	-0.766	1.744
CL_1970	17	276798	276800	-0.759	0.947	0.64
CL_1971	17	627449	627451	1.438	-1.526	1.937
CL_1972	17	318220	318222	0.122	-0.474	1.248
CL_1973	17	348666	348668	-0.073	0.098	0.325
CL_1974	17	554190	554192	-0.082	-1.972	-0.324
CL_1975	17	346581	346583	-0.821	0.809	-0.424
CL_1976	17	312964	312966	-0.011	0.058	-0.183
CL_1977	17	363024	363026	0.261	-1.008	-0.268
CL_1978	17	542566	542568	1.212	-1.071	0.288
CL_1979	17	690701	690703	-0.005	-0.171	0.343
CL_1980	17	622161	622163	0.779	-0.981	0.804
CL_1981	17	208025	208027	0.679	-1.337	0.274
CL_1982	17	612221	612223	0.467	-1.507	1.117
CL_1983	17	383076	383078	0.756	-1.458	0.838
CL_1984	17	724405	724407	-0.126	-0.346	0.747
CL_1985	17	353111	353113	1.18	-0.962	1.67
CL_1986	17	399753	399755	0.302	-0.272	0.383
CL_1987	17	604065	604067	1.201	-0.49	1.576
CL_1988	17	403301	403303	0.406	-0.613	0.221
CL_1989	17	631654	631656	-0.015	-0.224	0.427
CL_1990	17	360580	360582	0.724	-1.63	1.033
CL_1991	17	462104	462106	0.38	-0.436	-0.459
CL_1992	17	204840	204842	0.088	-0.37	-0.341
CL_1993	17	338641	338643	-1.235	1.459	-1.027
CL_1995	17	416950	416952	0.152	-1.059	0.384
CL_1996	17	515147	515149	-0.033	-0.558	0.058
CL_1997	17	460188	460190	0.416	0.17	-0.399
CL_1999	17	252076	252078	-0.916	-0.009	0.33
CL_2000	17	429782	429784	0.43	0.375	0.079
CL_2001	17	762641	762643	-0.185	-2.228	-0.302
CL_2003	17	690410	690412	0.235	-0.241	0.785
CL_2004	17	307884	307886	-1.114	1.35	-0.722
CL_2005	17	888397	888399	0.742	-0.854	0.929
CL_2006	17	543948	543950	-1.672	1.017	-1.887
CL_2007	17	442819	442821	-0.805	0.241	-0.123
CL_2008	17	725111	725113	-1.895	0.917	-0.883
CL_2009	17	442456	442458	-0.395	-0.52	-0.373
CL_2010	17	764781	764783	1.223	-1.42	0.564
CL_2011	17	698836	698838	0.678	-0.475	0.481
CL_2012	17	395508	395510	-0.778	1.875	-0.819
CL_2013	17	297250	297252	0.229	-0.897	0.966
CL_2014	17	601630	601632	-1.998	1.899	-0.532
CL_2015	17	314959	314961	-0.937	0.275	-0.091
CL_2016	17	638346	638348	0.092	0.383	-0.054
CL_2017	17	521935	521937	0.208	-1.552	0.343
CL_2018	17	826569	826571	0.105	-0.445	-0.16
CL_2019	17	402721	402723	-0.194	-1.701	0.107
CL_2020	17	291853	291855	0.931	-0.654	0.866
CL_2021	17	958341	958343	-0.759	0.716	-0.804
CL_2023	17	898877	898879	0.009	-1.142	0.418
CL_2024	17	784890	784892	0.368	-1.168	-0.196
CL_2025	17	969674	969676	0.529	-1.477	0.682
CL_2026	17	826819	826821	-1.19	1.401	-0.488
CL_2027	17	231156	231158	-0.448	0.975	0.029
CL_2029	17	310323	310325	0.246	0.254	0.158
CL_2030	17	311446	311448	0.827	-0.502	1.54
CL_2031	17	809564	809566	-0.641	0.583	-1.491
CL_2032	17	910160	910162	-1.022	0.373	-0.759
CL_2033	17	336945	336947	0.355	-0.393	0.686
CL_2034	17	890203	890205	-0.484	0.075	-0.28
CL_2035	17	688049	688051	-0.107	0.308	-0.375
CL_2036	17	284577	284579	0.821	-0.295	-0.309
CL_2037	17	692676	692678	-0.629	0.419	-0.447
CL_2038	17	818781	818783	-0.696	-0.11	0.199
CL_2039	18	2518	2520	0.031	-0.28	0.025
CL_2040	18	2433	2435	-0.666	0.293	-0.407
CL_2041	18	12088	12090	-3.296	2.304	-3.568
CL_2042	18	15035	15037	0.424	-1.243	0.474
CL_2044	18	84019	84021	0.601	-1.616	0.568
CL_2045	18	70788	70790	-0.085	-0.185	-0.352
CL_2046	18	73810	73812	-0.259	0.429	0.133
CL_2047	18	59386	59388	-0.168	-0.099	0.662
CL_2048	18	65205	65207	0.394	-0.758	0.236
CL_2049	18	30693	30695	-0.304	0.192	0.745
CL_2050	18	58837	58839	0.837	-0.087	-0.318
CL_2051	18	36920	36922	-2.227	2.166	-2.071
CL_2052	18	39045	39047	0.14	0.077	-0.351
CL_2053	18	86392	86394	-0.305	0.923	-0.845
CL_2054	18	80679	80681	-0.779	0.387	-0.107
CL_2055	18	113172	113174	-0.287	0.501	0.577
CL_2056	18	53174	53176	-1.094	-0.27	-0.544
CL_2058	18	130693	130695	-0.513	0.056	-1.307
CL_2060	18	90574	90576	0.796	-1.208	1.492
CL_2061	18	120968	120970	-0.778	0.609	-1.172
CL_2062	18	244355	244357	0.532	0.401	0.15
CL_2063	18	270128	270130	0.733	-0.871	0.32
CL_2064	18	217601	217603	-0.367	-0.008	-1.052
CL_2065	18	138614	138616	0.872	-1.137	1.039
CL_2066	18	291413	291415	0.534	0.206	0.293
CL_2067	18	275742	275744	0.52	-0.293	0.172
CL_2068	18	233167	233169	1.401	-1.805	1.163
CL_2069	18	251032	251034	-1.032	0.545	-1.418
CL_2070	18	76643	76645	-0.68	-0.117	-0.566
CL_2071	18	289917	289919	0.152	-0.222	0.792
CL_2072	18	157811	157813	-0.156	-0.089	-0.079
CL_2073	18	310467	310469	0.351	-1.095	0.447
CL_2074	18	101641	101643	-0.109	0.77	-0.609
CL_2075	18	295687	295689	0.216	-0.869	0.687
CL_2076	18	131402	131404	0.515	-1.9	1.211
CL_2077	18	225936	225938	1.164	-1.629	0.691
CL_2078	18	192605	192607	0.244	-1.021	-0.302
CL_2079	18	329397	329399	-0.089	-0.503	0.309
CL_2080	18	254631	254633	-0.354	-0.487	-0.356
CL_2081	18	489271	489273	-0.522	-0.485	0.302
CL_2082	18	349003	349005	-0.316	-0.144	0.185
CL_2083	18	301568	301570	0.465	-1.024	0.566
CL_2084	18	252776	252778	-2.301	1.075	-2.751
CL_2085	18	214936	214938	-0.334	0.603	-2.037
CL_2086	18	294068	294070	-0.223	-0.894	-0.149
CL_2087	18	234842	234844	1.036	-0.641	0.592
CL_2088	18	237072	237074	-1.788	1.132	-1.423
CL_2089	18	244151	244153	-0.46	0.156	-0.177
CL_2090	18	299045	299047	-0.093	-0.27	-0.654
CL_2091	18	352397	352399	0.104	-1.659	0.699
CL_2092	18	390922	390924	-0.223	0.309	-0.123
CL_2093	18	608461	608463	-0.238	-1.449	-0.246
CL_2094	18	508114	508116	1.523	-1.479	1.124
CL_2095	18	406300	406302	-0.278	0.52	-0.196
CL_2096	18	484016	484018	0.412	-1.013	0.151
CL_2097	18	278914	278916	-0.027	-0.31	-0.32
CL_2098	18	198831	198833	-1.589	1.464	-0.966
CL_2099	18	597450	597452	-0.099	0.39	-0.369
CL_2100	18	459395	459397	0.185	0.102	0.159
CL_2101	18	242948	242950	0.297	-0.128	0.612
CL_2102	18	199294	199296	-1.266	1.397	-1.284
CL_2103	18	544375	544377	-0.533	-0.094	-0.249
CL_2104	18	239420	239422	0.717	-0.789	1.015
CL_2105	18	169449	169451	0.276	-1.095	1.522
CL_2106	18	184043	184045	0.901	-0.803	0.777
CL_2107	18	253552	253554	0.125	-1.248	0.245
CL_2108	18	415604	415606	0.109	-1.084	0.495
CL_2109	18	306111	306113	-1.971	2.203	-1.852
CL_2110	18	632928	632930	-0.604	-0.17	-0.07
CL_2111	18	420173	420175	-0.143	-0.717	-0.496
CL_2112	18	533068	533070	0.46	-0.912	0.247
CL_2113	18	743528	743530	0.369	-1.286	-0.036
CL_2114	18	439841	439843	0.615	-1.363	0.964
CL_2115	18	530588	530590	1.194	-0.853	0.788
CL_2116	18	338731	338733	1.307	-1.239	0.83
CL_2117	18	501573	501575	0.838	-0.136	1.441
CL_2118	18	779205	779207	0.784	-0.445	1.594
CL_2119	18	740177	740179	0.949	-0.653	-0.006
CL_2120	18	511873	511875	-0.66	0.248	-0.91
CL_2121	18	242520	242522	0.155	-1.297	0.507
CL_2122	18	403639	403641	1.366	-1.538	0.594
CL_2123	18	270179	270181	0.208	-0.927	0.16
CL_2124	18	774103	774105	0.09	-0.213	-0.938
CL_2125	18	344148	344150	0.37	-0.632	0.574
CL_2126	18	493791	493793	1.147	0.341	0.869
CL_2127	18	579938	579940	0.927	-0.764	0.874
CL_2128	18	800600	800602	-0.416	-0.533	-0.406
CL_2129	18	468313	468315	-0.125	0.234	0.237
CL_2130	18	305384	305386	1.07	-0.883	1.001
CL_2131	18	304139	304141	0.478	0.121	0.034
CL_2132	18	347721	347723	-0.787	0.748	-0.43
CL_2133	18	378614	378616	1.668	-1.239	1.278
CL_2134	18	554984	554986	0.489	-1.025	1.119
CL_2135	18	893845	893847	0.194	-0.941	-0.759
CL_2136	18	758818	758820	-2.025	1.599	-1.812
CL_2137	18	262327	262329	-0.387	1.021	-0.392
CL_2138	18	248517	248519	-1.293	-0.776	-0.739
CL_2140	19	4502	4504	-0.68	-1.023	1.016
CL_2141	19	6770	6772	-1.253	-1.178	-0.096
CL_2142	19	6045	6047	-0.869	-1.383	-0.932
CL_2143	19	7358	7360	-1.148	-1.099	1.117
CL_2144	19	9550	9552	-0.585	-1.346	0.523
CL_2145	19	3137	3139	-0.55	-1.165	-0.376
CL_2146	19	4861	4863	-0.744	-0.508	0.563
CL_2147	19	12725	12727	-1.2	-1.082	-1.654
CL_2148	19	5851	5853	-1.294	-1.355	-0.33
CL_2149	19	17129	17131	-0.6	-1.418	-1.001
CL_2150	19	12619	12621	-1.033	-1.216	-0.638
CL_2151	19	17781	17783	-0.583	-0.838	-0.814
CL_2152	19	20682	20684	-0.704	-1.009	0.376
CL_2154	19	43121	43123	-1.022	-0.552	-0.757
CL_2155	19	21214	21216	-0.594	-1.017	0.189
CL_2156	19	43139	43141	-0.647	-0.87	1.864
CL_2157	19	54231	54233	-1.091	-1.03	0.08
CL_2158	19	41253	41255	-0.995	-0.505	0.669
CL_2159	19	19617	19619	-0.538	-1.1	1.266
CL_2160	19	52639	52641	-1.038	-1.241	2.251
CL_2161	19	40047	40049	-0.805	-1.427	1.016
CL_2162	19	54654	54656	-1.314	-0.516	-1.188
CL_2163	19	20279	20281	-1.466	-1.077	-0.639
CL_2164	19	62556	62558	-0.893	-1.115	0.852
CL_2165	19	32884	32886	-0.818	-0.61	0.404
CL_2166	19	35356	35358	-1.429	-0.915	0.971
CL_2167	19	54786	54788	-0.799	-0.716	-0.375
CL_2168	19	27783	27785	-0.73	-1.182	1.976
CL_2169	19	41246	41248	-0.484	-1.14	1.398
CL_2170	19	38549	38551	-0.59	-0.764	0.423
CL_2171	19	75007	75009	-1.191	-1.32	1.226
CL_2172	19	47942	47944	-1.08	-0.808	0.215
CL_2173	19	124151	124153	-0.671	-0.572	0.654
CL_2174	19	99606	99608	-1.11	-1.178	-0.563
CL_2175	19	53149	53151	-0.942	-1.357	-0.674
CL_2176	19	51938	51940	-1.24	-1.215	1.179
CL_2177	19	98554	98556	-1.111	-1.339	0.683
CL_2178	19	108249	108251	-1.352	-0.652	0.183
CL_2179	19	69065	69067	-0.801	-1.061	-0.771
CL_2180	19	46741	46743	-1.013	-0.741	0.421
CL_2181	19	34283	34285	-0.905	-0.497	0.355
CL_2182	19	111122	111124	-0.505	-0.823	1.37
CL_2183	19	85530	85532	-0.72	-0.676	0.896
CL_2184	19	48192	48194	-0.628	-1.272	-0.58
CL_2185	19	36408	36410	-0.915	-0.767	0.4
CL_2186	19	48720	48722	-1.314	-1.025	1.358
CL_2187	19	50505	50507	-0.935	-1.231	-1.625
CL_2188	19	114309	114311	-0.873	-1.375	0.483
CL_2190	19	44485	44487	-0.703	-0.805	0.569
CL_2191	19	150111	150113	-1.166	-1.361	1.314
CL_2193	19	153574	153576	1.659	-0.424	1.812
CL_2194	19	127705	127707	0.543	-0.101	0.877
CL_2195	19	110742	110744	1.291	-2.022	1.317
CL_2196	19	100498	100500	0.259	-0.818	0.786
CL_2197	19	54356	54358	0.997	-1.104	1.048
CL_2198	19	124021	124023	0.853	-0.647	1.578
CL_2199	19	164698	164700	0.581	-0.072	1.175
CL_2200	19	167793	167795	-0.833	-0.195	-0.561
CL_2201	19	168250	168252	0.037	-0.125	-0.131
CL_2202	19	105773	105775	-0.01	-0.383	0.834
CL_2203	19	65267	65269	1.151	-1.367	1.237
CL_2204	19	133718	133720	0.766	-0.31	0.691
CL_2205	19	122619	122621	0.484	-0.689	0.867
CL_2206	19	57956	57958	0.685	-1.271	1.01
CL_2207	19	174602	174604	-1.243	0.246	-0.594
CL_2208	19	114112	114114	0.002	0.33	1.556
CL_2209	19	48292	48294	1.639	-1.514	2.106
CL_2210	19	101038	101040	0.792	-1.932	0.155
CL_2211	19	122310	122312	0.978	-0.898	1.277
CL_2212	19	104913	104915	-0.246	-0.665	0.08
CL_2213	19	179061	179063	0.954	-0.802	1.531
CL_2214	19	104550	104552	-0.882	1.352	-0.372
CL_2215	19	103237	103239	0.396	-0.855	0.893
CL_2216	19	187220	187222	1.043	-1.201	0.994
CL_2217	19	123696	123698	0.529	-0.257	1.503
CL_2218	19	189991	189993	-0.799	1.008	-0.757
CL_2219	19	141772	141774	0.46	-0.879	0.885
CL_2220	19	110294	110296	0.595	-0.379	0.773
CL_2221	19	186180	186182	0.116	-1.039	-0.106
CL_2222	19	91701	91703	0.499	-0.083	0.361
CL_2223	19	158692	158694	0.857	-0.092	1.501
CL_2225	19	166012	166014	-0.115	-0.167	0.676
CL_2226	19	167823	167825	0.775	-1.288	0.852
CL_2227	19	154155	154157	-0.773	-0.145	-0.425
CL_2228	19	212539	212541	0.291	-0.744	-0.026
CL_2229	19	238340	238342	-0.477	-0.246	0.321
CL_2230	19	239853	239855	0.982	-1.18	1.302
CL_2231	19	105906	105908	1.128	-0.398	0.966
CL_2232	19	239731	239733	1.548	-1.195	0.964
CL_2233	19	73462	73464	0.444	-0.31	0.038
CL_2234	19	207891	207893	0.66	-0.818	0.68
CL_2235	19	91375	91377	1.085	-0.599	1.648
CL_2236	19	116994	116996	0.995	-0.715	0.731
CL_2237	19	130114	130116	1.329	-1.285	1.062
CL_2238	19	153426	153428	-1.007	0.024	-0.158
CL_2239	19	132979	132981	-0.729	0.421	0
CL_2240	19	200505	200507	0.801	-0.221	1.298
CL_2241	19	232861	232863	0.732	-1.132	1.059
CL_2242	19	242065	242067	1.241	-0.651	1.196
CL_2243	19	266761	266763	0.919	-0.943	0.736
CL_2244	19	208577	208579	-0.246	-0.749	-0.575
CL_2245	19	240922	240924	-0.442	-1.182	-0.336
CL_2246	19	231390	231392	0.549	-0.594	0.706
CL_2247	19	138355	138357	1.146	-0.298	0.935
CL_2248	19	234884	234886	0.644	-0.729	0.802
CL_2249	19	175345	175347	0.55	-1.198	1.036
CL_2250	19	432774	432776	0.667	-0.934	-0.188
CL_2251	19	365156	365158	0.609	-0.191	0.938
CL_2252	19	386886	386888	-1.775	2.392	-1.967
CL_2253	19	457353	457355	0.348	-0.158	0.477
CL_2254	19	348713	348715	1.402	-0.957	1.366
CL_2255	19	356075	356077	0.317	0.071	0.332
CL_2256	19	321466	321468	1.533	-0.825	0.868
CL_2257	19	284104	284106	0.413	-1.607	0.859
